time,roll,pitch,yaw,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,quat,head,depth,distance,switch,duty
20190731_211426,-0.11443286478722171,0.01711048536099276,-0.0035009729925662824,0.0,0.0,0.0,0.0,0.0,0.0,-116.05897850147558,36.993437037010274,-68.73355807985102,"(0.9983263773033372, 0.008441027248456396, -0.057197989859282004, -0.0012583304188531587)",-2.800531466269033,depth,0,0,0
20190731_211426,-0.12121754077331737,0.017296244858471692,-0.0037466942225739034,0.0,0.0,0.0,0.0,0.0,0.0,-120.35376847521745,36.69161824122883,-69.01531270542347,"(0.9981257544216131, 0.008518652983577294, -0.060585469889861375, -0.00134601257632693)",-2.813284513881229,depth,0,0,0
20190731_211427,-0.1279569205585556,0.01742008293689377,-0.0039308613253388885,0.0,0.0,0.0,0.0,0.0,0.0,-118.3495331541379,35.182524262321614,-68.17004882870609,"(0.997915388810985, 0.00856644008132425, -0.06394935770507398, -0.0014044670385213339)",-2.81892801171069,depth,0,0,0
20190731_211427,-0.13452087374856683,0.017609914759568777,-0.0041786546056721005,0.0,0.0,0.0,0.0,0.0,0.0,-118.9221718173035,33.97524907919585,-67.60653957756118,"(0.9976992524897481, 0.008644497946672079, -0.06722533697653016, -0.0014927508297942773)",-2.8291879999740814,depth,0,0,0
20190731_211427,-0.14088718418112128,0.017698162303256056,-0.004343826044035964,0.0,0.0,0.0,0.0,0.0,0.0,-115.48633983830999,35.78616185388451,-71.55110433557562,"(0.997479820342662, 0.008674133566555676, -0.07040159588556691, -0.0015436038370547198)",-2.800555150051254,depth,0,0,0
20190731_211427,-0.14727934173347937,0.017782087165962315,-0.004543764479556821,0.0,0.0,0.0,0.0,0.0,0.0,-119.49481048046907,36.993437037010274,-72.11461358672054,"(0.9972493190354554, 0.008699664844469338, -0.07359017989181751, -0.0016115019094972806)",-2.8002195704764032,depth,0,0,0
20190731_211427,-0.15344429814335214,0.017913242401513985,-0.004745841696965047,0.0,0.0,0.0,0.0,0.0,0.0,-116.63161716464116,35.182524262321614,-68.17004882870609,"(0.997017129049009, 0.008748259392944751, -0.07666480352847316, -0.001679357140792508)",-2.8077307177783077,depth,0,0,0
20190731_211427,-0.15943589064699817,0.01806015504351978,-0.00492618038458537,0.0,0.0,0.0,0.0,0.0,0.0,-117.20425582780673,34.57888667075873,-69.86057658214085,"(0.9967823130987505, 0.008805113836326811, -0.0796522208674794, -0.001736080272359886)",-2.811908189078772,depth,0,0,0
20190731_211427,-0.1654480138236322,0.018135142940815863,-0.005163721499168524,0.0,0.0,0.0,0.0,0.0,0.0,-116.34529783305835,37.295255832791725,-69.5788219565684,"(0.9965379635594165, 0.008823079985701449, -0.08264934734744556, -0.001823685131417475)",-2.784757211923454,depth,0,0,0
20190731_211427,-0.17123514853552557,0.01830010183613128,-0.0054157895847136645,0.0,0.0,0.0,0.0,0.0,0.0,-116.91793649622393,37.89889342435461,-70.70584045885823,"(0.9962938117766283, 0.008884823878572727, -0.08553380423596363, -0.0019154250616369491)",-2.778953276285573,depth,0,0,0
20190731_211427,-0.17694516186190054,0.018409565437495553,-0.005652672457144971,0.0,0.0,0.0,0.0,0.0,0.0,-122.35800379629698,37.59707462857317,-71.55110433557562,"(0.996044975716097, 0.008918899103205747, -0.08837902537759851, -0.0020018648337695503)",-2.795740289463264,depth,0,0,0
20190731_211428,-0.18258218901601236,0.018555907227873713,-0.005869175349818722,0.0,0.0,0.0,0.0,0.0,0.0,-118.06321382255513,34.277067874977284,-70.70584045885823,"(0.9957911948801631, 0.008971628732255724, -0.09118713996569004, -0.002076434902679346)",-2.810098067215968,depth,0,0,0
20190731_211428,-0.18799581247494176,0.01869848719738031,-0.006058051506521982,0.0,0.0,0.0,0.0,0.0,0.0,-115.48633983830999,36.993437037010274,-68.17004882870609,"(0.9955400286891725, 0.009023502462898228, -0.09388320700370915, -0.0021380186066326337)",-2.7789540752121042,depth,0,0,0
20190731_211428,-0.19336033561725138,0.018795420375372823,-0.006281661648031763,0.0,0.0,0.0,0.0,0.0,0.0,-119.49481048046907,36.389799445447395,-69.86057658214085,"(0.9952840998391845, 0.009050470774819392, -0.09655426533582714, -0.0022188806901349543)",-2.7937872007245046,depth,0,0,0
20190731_211428,-0.1984146398464225,0.018981427645686434,-0.006561579296077841,0.0,0.0,0.0,0.0,0.0,0.0,-118.3495331541379,37.59707462857317,-71.55110433557562,"(0.9950359024107601, 0.009118925778351035, -0.09907065516346002, -0.002324519678515208)",-2.777051526337501,depth,0,0,0
20190731_211428,-0.2035224689478864,0.019108447858847237,-0.006810142718569667,0.0,0.0,0.0,0.0,0.0,0.0,-118.9221718173035,36.993437037010274,-69.86057658214085,"(0.9947789247663255, 0.009158708147912774, -0.10161283511083812, -0.0024167429636679514)",-2.7837915660697963,depth,0,0,0
20190731_211428,-0.20866407352851674,0.019239088535960253,-0.006998992641057617,0.0,0.0,0.0,0.0,0.0,0.0,-121.49904580154862,37.295255832791725,-70.70584045885823,"(0.9945137484522385, 0.009202600450364123, -0.10417088486448728, -0.0024785138649365593)",-2.7869393477907387,depth,0,0,0
20190731_211428,-0.2136715935931643,0.019417175291386368,-0.007230052205361586,0.0,0.0,0.0,0.0,0.0,0.0,-117.49057515938954,38.5025310159175,-69.01531270542347,"(0.9942488688916945, 0.009267558334972855, -0.10666185141731598, -0.0025590080743748576)",-2.7636908910658984,depth,0,0,0
20190731_211428,-0.21828825858919848,0.019532473147486365,-0.007394213593669818,0.0,0.0,0.0,0.0,0.0,0.0,-120.06744914363465,40.01162499482472,-70.42408583328577,"(0.9939994240451044, 0.009305207055554016, -0.1089575150602945, -0.002611136063026067)",-2.7566739485118017,depth,0,0,0
20190731_211428,-0.22329229967834835,0.019713487721956885,-0.007548105425449131,0.0,0.0,0.0,0.0,0.0,0.0,-118.6358524857207,36.087980649665944,-69.01531270542347,"(0.9937228324019927, 0.00937468558210532, -0.1114451139761915, -0.002652207388513857)",-2.7851923619995933,depth,0,0,0
20190731_211429,-0.22778193593023757,0.01984571014626083,-0.007789707043830241,0.0,0.0,0.0,0.0,0.0,0.0,-118.9221718173035,38.200712220136054,-69.86057658214085,"(0.9934693756033957, 0.009415725241204154, -0.11367685155654202, -0.002741765229476674)",-2.7655662604028373,depth,0,0,0
20190731_211429,-0.23227079323784577,0.019957307043985118,-0.007971032188804373,0.0,0.0,0.0,0.0,0.0,0.0,-118.3495331541379,35.182524262321614,-69.86057658214085,"(0.9932111300366813, 0.009449397208287283, -0.11590732347961502, -0.0028022183089128983)",-2.7885848253293357,depth,0,0,0
20190731_211429,-0.23673656187713626,0.020064276275690886,-0.008203217963280116,0.0,0.0,0.0,0.0,0.0,0.0,-117.77689449097232,36.993437037010274,-69.29706733099593,"(0.9929491882581936, 0.009477347131451904, -0.11812598718818015, -0.0028880061569261646)",-2.7697921952475055,depth,0,0,0
20190731_211429,-0.24111368804063144,0.02016311972136489,-0.008381048381196684,0.0,0.0,0.0,0.0,0.0,0.0,-115.77265916989279,36.087980649665944,-71.26934971000315,"(0.9926877359393682, 0.00950418225752101, -0.12029980021445696, -0.002947457132649633)",-2.767556803395975,depth,0,0,0
20190731_211429,-0.24534844627954058,0.020211363101472694,-0.0085480219876842,0.0,0.0,0.0,0.0,0.0,0.0,-119.2084911488863,34.88070546654017,-69.01531270542347,"(0.9924304914956779, 0.009506505906286987, -0.12240226836215522, -0.00300509482377305)",-2.7905916555238894,depth,0,0,0
20190731_211429,-0.24944250291826214,0.0202416026890115,-0.008701159466557641,0.0,0.0,0.0,0.0,0.0,0.0,-118.9221718173035,33.371611487632954,-71.55110433557562,"(0.992177652069474, 0.00950074568270555, -0.12443429509464955, -0.0030575757842364955)",-2.7994509671301593,depth,0,0,0
20190731_211429,-0.25359228057319483,0.020351318054673304,-0.008883447104603318,0.0,0.0,0.0,0.0,0.0,0.0,-116.05897850147558,34.57888667075873,-68.73355807985102,"(0.9919167082701329, 0.009532041844072676, -0.12649369700647073, -0.003119078463617234)",-2.7806222683600836,depth,0,0,0
20190731_211429,-0.2576880803033455,0.02049879485381829,-0.009133403239609749,0.0,0.0,0.0,0.0,0.0,0.0,-118.3495331541379,35.182524262321614,-69.29706733099593,"(0.9916546672989804, 0.009577424258641744, -0.1285261790286566, -0.0032117087371187373)",-2.7807255327380687,depth,0,0,0
20190731_211429,-0.26083040763160426,0.020644078135550786,-0.009328902599235233,0.0,0.0,0.0,0.0,0.0,0.0,-118.3495331541379,36.993437037010274,-72.11461358672054,"(0.9914506398274943, 0.009627533139952389, -0.1300852260768017, -0.003282277843040533)",-2.760241259327035,depth,0,0,0
20190731_211430,-0.2649323985385388,0.020744922393424518,-0.009482132180437003,0.0,0.0,0.0,0.0,0.0,0.0,-117.49057515938954,34.88070546654017,-69.01531270542347,"(0.9911812080659932, 0.009655130089096547, -0.1321192904392277, -0.003329314289172629)",-2.778356869607239,depth,0,0,0
20190731_211430,-0.26922594456798354,0.020779013244091194,-0.009666442273024368,0.0,0.0,0.0,0.0,0.0,0.0,-119.2084911488863,36.087980649665944,-70.14233120771331,"(0.9908950303000508, 0.009646597311341952, -0.1342477434270652, -0.003394918513811484)",-2.7704762055748837,depth,0,0,0
20190731_211430,-0.2732173469508261,0.020821109055473398,-0.00984249991850934,0.0,0.0,0.0,0.0,0.0,0.0,-115.77265916989279,36.087980649665944,-69.01531270542347,"(0.9906248339136449, 0.009643096468327022, -0.13622589863052528, -0.003457407464031771)",-2.7583847834404946,depth,0,0,0
20190731_211430,-0.27604247621183864,0.020925021209349613,-0.010029105256207819,0.0,0.0,0.0,0.0,0.0,0.0,-116.91793649622393,34.277067874977284,-70.14233120771331,"(0.9904307344902759, 0.009672815905989488, -0.13762614588834732, -0.003527148624745631)",-2.7767744179199223,depth,0,0,0
20190731_211430,-0.27952377863770345,0.021024388260567153,-0.010221214574392684,0.0,0.0,0.0,0.0,0.0,0.0,-116.91793649622393,37.295255832791725,-70.14233120771331,"(0.9901890338615903, 0.009697461494592127, -0.13935101209652861, -0.0035960935033322906)",-2.7476417789477083,depth,0,0,0
20190731_211430,-0.2829033638682924,0.021148409630467754,-0.010436885228971744,0.0,0.0,0.0,0.0,0.0,0.0,-117.20425582780673,36.993437037010274,-68.73355807985102,"(0.9899513326229715, 0.009732602160137223, -0.14102527307120927, -0.003675302489076936)",-2.751852304882903,depth,0,0,0
20190731_211430,-0.28603577508004746,0.02137687114099828,-0.010715062071344098,0.0,0.0,0.0,0.0,0.0,0.0,-119.78112981205187,34.88070546654017,-68.45180345427856,"(0.9897277819973801, 0.00981539115222287, -0.14257732591253122, -0.0037791235369057955)",-2.779120253332043,depth,0,0,0
20190731_211430,-0.2897121805427385,0.021478811457777303,-0.010946655755518541,0.0,0.0,0.0,0.0,0.0,0.0,-118.6358524857207,34.88070546654017,-71.26934971000315,"(0.9894632904315978, 0.00983653961916896, -0.14439770569131904, -0.0038654841455317696)",-2.770492053196386,depth,0,0,0
20190731_211430,-0.29313647254733355,0.02155723393348335,-0.011229944790772738,0.0,0.0,0.0,0.0,0.0,0.0,-119.2084911488863,36.087980649665944,-72.95987746343792,"(0.9892138696257391, 0.009842693802896409, -0.14609311610032302, -0.003980319945872756)",-2.757911114832044,depth,0,0,0
20190731_211431,-0.29681579787926204,0.021702693839893122,-0.011427434568474663,0.0,0.0,0.0,0.0,0.0,0.0,-118.3495331541379,34.57888667075873,-69.86057658214085,"(0.9889425418567466, 0.009886883196649423, -0.14791391972339527, -0.0040460843582383115)",-2.7713247400030405,depth,0,0,0
20190731_211431,-0.29997825781898835,0.021734382753503752,-0.011559654421671395,0.0,0.0,0.0,0.0,0.0,0.0,-116.63161716464116,35.78616185388451,-72.67812283786546,"(0.9887071887537172, 0.009881182566795245, -0.14947816812178616, -0.004090769213544941)",-2.7488680017176375,depth,0,0,0
20190731_211431,-0.3031772815408157,0.021793939863808086,-0.011771970476240958,0.0,0.0,0.0,0.0,0.0,0.0,-118.06321382255513,33.06979269185151,-68.45180345427856,"(0.9884662989269221, 0.009882831012572766, -0.1510605662737094, -0.004172631538509299)",-2.7839568554922924,depth,0,0,0
20190731_211431,-0.3056595347056327,0.021892630004172617,-0.011942487375088894,0.0,0.0,0.0,0.0,0.0,0.0,-117.20425582780673,36.389799445447395,-72.67812283786546,"(0.9882773638729635, 0.009909342967914354, -0.15228828777798972, -0.004234900695283613)",-2.742921523345349,depth,0,0,0
20190731_211431,-0.30904969366036605,0.02197761299490946,-0.012131956657498567,0.0,0.0,0.0,0.0,0.0,0.0,-116.63161716464116,36.993437037010274,-69.29706733099593,"(0.9880171979116088, 0.00992389767640799, -0.1539643629266421, -0.004302073266955825)",-2.738430081828656,depth,0,0,0
20190731_211431,-0.31162703211356757,0.022058537307134654,-0.012329822835249476,0.0,0.0,0.0,0.0,0.0,0.0,-117.49057515938954,37.295255832791725,-69.5788219565684,"(0.9878173079175004, 0.009938597678970519, -0.15523859299457446, -0.004378321580514955)",-2.737394217079597,depth,0,0,0
20190731_211431,-0.3148153331760562,0.022082118464543454,-0.012504163991580898,0.0,0.0,0.0,0.0,0.0,0.0,-116.63161716464116,35.78616185388451,-69.29706733099593,"(0.9875682926059608, 0.009924123062067133, -0.1568140079943237, -0.004443660377732361)",-2.7474120276538563,depth,0,0,0
20190731_211431,-0.31771124441574555,0.0221638814831197,-0.012687692905403643,0.0,0.0,0.0,0.0,0.0,0.0,-119.2084911488863,36.69161824122883,-70.70584045885823,"(0.987339579308598, 0.009938509201564355, -0.15824486032781812, -0.004510581492502102)",-2.7453066577800214,depth,0,0,0
20190731_211431,-0.3200142694563439,0.02221356328941878,-0.012887911557555283,0.0,0.0,0.0,0.0,0.0,0.0,-116.34529783305835,36.087980649665944,-70.14233120771331,"(0.9871561619979847, 0.009937837719509974, -0.1593827707627654, -0.004591687582245024)",-2.7400184886553545,depth,0,0,0
20190731_211432,-0.3225402986611647,0.02231668168714473,-0.013084855995779108,0.0,0.0,0.0,0.0,0.0,0.0,-117.77689449097232,33.371611487632954,-72.11461358672054,"(0.9869532826032632, 0.009962629525586441, -0.16063062472088566, -0.004665444604459086)",-2.767509745267993,depth,0,0,0
20190731_211432,-0.32531204273921566,0.022305095762115305,-0.013219294880805438,0.0,0.0,0.0,0.0,0.0,0.0,-118.9221718173035,35.182524262321614,-69.86057658214085,"(0.9867296639585508, 0.009934582739771596, -0.1619988697248978, -0.004715987477499121)",-2.756466225602398,depth,0,0,0
20190731_211432,-0.32746969445463175,0.02238586433028408,-0.013412730135176089,0.0,0.0,0.0,0.0,0.0,0.0,-119.78112981205187,36.087980649665944,-69.5788219565684,"(0.9865536176802921, 0.009949662721913019, -0.16306441182930062, -0.004791789687816377)",-2.7505951815549534,depth,0,0,0
20190731_211432,-0.33072011201132034,0.022526729060802213,-0.01365949796285695,0.0,0.0,0.0,0.0,0.0,0.0,-118.9221718173035,36.389799445447395,-68.73355807985102,"(0.9862862447792987, 0.009985080915025311, -0.16466908055271962, -0.004882154052429257)",-2.7444519396625666,depth,0,0,0
20190731_211432,-0.3334190009116683,0.02250501169283826,-0.013754411044963817,0.0,0.0,0.0,0.0,0.0,0.0,-119.49481048046907,35.78616185388451,-69.29706733099593,"(0.9860632159711141, 0.009954894884372963, -0.16600025431051543, -0.004914239044762577)",-2.7503236975193435,depth,0,0,0
20190731_211432,-0.3358673539282741,0.022562767088279114,-0.013936775464986464,0.0,0.0,0.0,0.0,0.0,0.0,-120.64008780680024,35.78616185388451,-69.86057658214085,"(0.9858587124221299, 0.00995752308595233, -0.16720826366355693, -0.0049843192104406155)",-2.752652358765058,depth,0,0,0
20190731_211432,-0.3378102957267156,0.02272253955337343,-0.014158634591902511,0.0,0.0,0.0,0.0,0.0,0.0,-119.2084911488863,35.48434305810306,-70.14233120771331,"(0.9856946057751622, 0.01000910159117193, -0.1681674001598579, -0.005068289115603486)",-2.748915289674495,depth,0,0,0
20190731_211432,-0.3395154942578378,0.022804983686663303,-0.014341934436275287,0.0,0.0,0.0,0.0,0.0,0.0,-118.06321382255513,37.295255832791725,-69.01531270542347,"(0.9855501231594305, 0.01002665702144269, -0.16900884637629227, -0.005141083150541582)",-2.7283846140813646,depth,0,0,0
20190731_211432,-0.3420725397364356,0.022856452723928083,-0.014528272254493215,0.0,0.0,0.0,0.0,0.0,0.0,-117.49057515938954,36.69161824122883,-70.14233120771331,"(0.9853327026995707, 0.010024643507331586, -0.17026978738292722, -0.0052125826499854425)",-2.72890263285732,depth,0,0,0
20190731_211433,-0.3444032846038361,0.02293817646749188,-0.014718116634451748,0.0,0.0,0.0,0.0,0.0,0.0,-117.77689449097232,36.389799445447395,-73.24163208901037,"(0.9851328894072107, 0.010038011703137738, -0.17141908399991537, -0.0052845217265283274)",-2.7267437849222924,depth,0,0,0
20190731_211433,-0.34614992335957323,0.0230866222477225,-0.014967503420630248,0.0,0.0,0.0,0.0,0.0,0.0,-116.63161716464116,35.78616185388451,-68.73355807985102,"(0.9849815445732074, 0.010081586421088742, -0.17228097829356043, -0.005383584644687263)",-2.7346114278933804,depth,0,0,0
20190731_211433,-0.3484987702571192,0.023086891316948716,-0.015149974679546995,0.0,0.0,0.0,0.0,0.0,0.0,-116.63161716464116,36.993437037010274,-68.73355807985102,"(0.9847782391244355, 0.010054896582913987, -0.17343852850557318, -0.005458537487694128)",-2.7219249690662997,depth,0,0,0
20190731_211433,-0.35050706158924716,0.023204803461548313,-0.015346875432107538,0.0,0.0,0.0,0.0,0.0,0.0,-118.6358524857207,36.087980649665944,-67.88829420313364,"(0.9846026242217001, 0.010086267251878805, -0.17442858585851537, -0.005532451903462852)",-2.738944464557037,depth,0,0,0
20190731_211433,-0.3527484814315528,0.023275202755534314,-0.01546153428598954,0.0,0.0,0.0,0.0,0.0,0.0,-120.06744914363465,38.200712220136054,-70.9875950844307,"(0.9844060457008553, 0.010100114150375199, -0.17553266867410056, -0.0055684028144227385)",-2.7184206566978446,depth,0,0,0
20190731_211433,-0.35493147931964714,0.0233557648615176,-0.015628680895610765,0.0,0.0,0.0,0.0,0.0,0.0,-117.49057515938954,36.69161824122883,-71.83285896114808,"(0.9842131847059774, 0.010114458381454972, -0.17660807710854595, -0.005629554386384881)",-2.7199018292785553,depth,0,0,0
20190731_211433,-0.35707595523332,0.023387340628298225,-0.0157985019144204,0.0,0.0,0.0,0.0,0.0,0.0,-118.3495331541379,35.182524262321614,-71.55110433557562,"(0.9840228059120903, 0.010104445735585133, -0.17766419882484671, -0.005696496923431845)",-2.737519603312309,depth,0,0,0
20190731_211433,-0.35900528079987887,0.023395128594408524,-0.0159298188073113,0.0,0.0,0.0,0.0,0.0,0.0,-115.77265916989279,35.48434305810306,-71.83285896114808,"(0.98385072282324, 0.010087043043780662, -0.17861401936012938, -0.005747943183463097)",-2.7227172516345837,depth,0,0,0
20190731_211433,-0.3608109698575222,0.023412460680908697,-0.016098322838441325,0.0,0.0,0.0,0.0,0.0,0.0,-118.6358524857207,39.106168607480384,-70.14233120771331,"(0.9836886526739861, 0.010071479717030459, -0.17950307953271127, -0.005817588419659972)",-2.7017376454223747,depth,0,0,0.015
20190731_211434,-0.36229008469987023,0.02354228651971556,-0.01627982352953115,0.0,0.0,0.0,0.0,0.0,0.0,-119.49481048046907,36.993437037010274,-70.9875950844307,"(0.983554582516434, 0.010111557314348332, -0.18023179461846256, -0.005885560993680346)",-2.723037372631244,depth,0,0,0.09
20190731_211434,-0.3643725427218788,0.02360173517380786,-0.01642526228104322,0.0,0.0,0.0,0.0,0.0,0.0,-116.63161716464116,35.182524262321614,-69.86057658214085,"(0.9833658531796009, 0.010117056778148996, -0.18125667699872558, -0.005938097833756911)",-2.7301328039900783,depth,0,0,0.18000000000000005
20190731_211434,-0.3660760303951853,0.023657890023060867,-0.01660511408679205,0.0,0.0,0.0,0.0,0.0,0.0,-118.6358524857207,34.88070546654017,-70.70584045885823,"(0.983210453892782, 0.010119584380774949, -0.18209523413375378, -0.006010247389539145)",-2.7388121029653516,depth,0,0,0.2550000000000001
20190731_211434,-0.3676122897474465,0.023719714981181958,-0.016762594090340078,0.0,0.0,0.0,0.0,0.0,0.0,-117.49057515938954,36.69161824122883,-69.01531270542347,"(0.9830696513456483, 0.010127648706934191, -0.18285136941561012, -0.006071905602934749)",-2.718764045601497,depth,0,0,0.3300000000000002
20190731_211434,-0.36944000532456545,0.023805420594399166,-0.01689974311143832,0.0,0.0,0.0,0.0,0.0,0.0,-117.49057515938954,35.48434305810306,-71.26934971000315,"(0.9829014675173957, 0.01014765351572666, -0.18375060140604885, -0.006119376045804047)",-2.7256056195277933,depth,0,0,0.40500000000000025
20190731_211434,-0.3711504808112552,0.02391948228572165,-0.017120589478526047,0.0,0.0,0.0,0.0,0.0,0.0,-117.77689449097232,36.389799445447395,-73.24163208901037,"(0.9827428676112203, 0.010174340560690822, -0.18459258959461394, -0.006206030952647889)",-2.7132906877397365,depth,0,0,0.4800000000000003
20190731_211434,-0.37290571182459614,0.024000343302515926,-0.01731275081037755,0.0,0.0,0.0,0.0,0.0,0.0,-118.9221718173035,35.78616185388451,-70.9875950844307,"(0.9825796537112772, 0.010186924595260799, -0.1854561855315561, -0.006281236184249498)",-2.7271999405984966,depth,0,0,0.5550000000000004
20190731_211434,-0.374519696756535,0.02404851008099358,-0.017469781906175336,0.0,0.0,0.0,0.0,0.0,0.0,-116.05897850147558,35.182524262321614,-69.29706733099593,"(0.9824290963689335, 0.010187298989683694, -0.1862499797515193, -0.006343074142246499)",-2.7237857671178665,depth,0,0,0.6300000000000004
20190731_211435,-0.37605362843597817,0.024128561644068625,-0.017622619514846748,0.0,0.0,0.0,0.0,0.0,0.0,-117.20425582780673,36.389799445447395,-74.93215984244513,"(0.9822852239001161, 0.010204023681569014, -0.18700441811211757, -0.006400344893328766)",-2.704947676977254,depth,0,0,0.7200000000000005
20190731_211435,-0.37768840078133453,0.024232357970876087,-0.01782825949246319,0.0,0.0,0.0,0.0,0.0,0.0,-116.34529783305835,36.087980649665944,-69.5788219565684,"(0.9821310200919416, 0.010226762852791884, -0.1878086132787149, -0.006480545736360771)",-2.7137705466269475,depth,0,0,0.7950000000000006
20190731_211435,-0.37915151173869327,0.024264610940147646,-0.017963421998889447,0.0,0.0,0.0,0.0,0.0,0.0,-118.06321382255513,34.88070546654017,-71.83285896114808,"(0.9819929158388395, 0.010221786793245256, -0.18852781217984643, -0.006533938457622091)",-2.7279686162575967,depth,0,0,0.8700000000000007
20190731_211435,-0.38057210566326544,0.02437986648330301,-0.018155307749780573,0.0,0.0,0.0,0.0,0.0,0.0,-116.63161716464116,38.200712220136054,-70.9875950844307,"(0.981857689756139, 0.010252322998775609, -0.18922660215158701, -0.00660756975228846)",-2.689841233732839,depth,0,0,0.9300000000000007
20190731_211435,-0.3820554577186277,0.024380333177082946,-0.018276485876641796,0.0,0.0,0.0,0.0,0.0,0.0,-118.06321382255513,37.89889342435461,-71.26934971000315,"(0.9817168321344268, 0.010232719592628937, -0.18995536118520934, -0.00665685441337096)",-2.6977299204306684,depth,0,0,1.0050000000000008
20190731_211435,-0.3835254892186499,0.024419899867991295,-0.01841286601435383,0.0,0.0,0.0,0.0,0.0,0.0,-118.9221718173035,35.182524262321614,-70.9875950844307,"(0.981576449816331, 0.010230838317472625, -0.19067768559457898, -0.006709942591759175)",-2.7278454423798313,depth,0,0,1.0950000000000002
