time,roll,pitch,yaw,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,quat,head,depth,distance,switch,duty
20190731_213137,-0.19012604247255188,0.016827976982315123,-0.006422063937371139,0.0,0.0,0.0,0.0,0.0,0.0,-41.90227162153249,-22.464865731934115,-132.1283488336545,"(0.9954471077641908, 0.008071077050084337, -0.0949429515026384, -0.0023977737855537607)",2.2430820581637145,depth,0,0,0
20190731_213137,-0.19641356017962094,0.016938833386672916,-0.006728376693923423,0.0,0.0,0.0,0.0,0.0,0.0,-44.19282627419482,-21.86122814037123,-133.25536733594436,"(0.9951430584208037, 0.0080986162624086, -0.09807327945662529, -0.002517448737486269)",2.2930403454612165,depth,0,0,0
20190731_213137,-0.2026876741835148,0.017067942717616646,-0.006995508682777071,0.0,0.0,0.0,0.0,0.0,0.0,-43.33386827944644,-23.370322119278445,-135.22764971495155,"(0.9948298140963456, 0.008136173703809044, -0.10119584287916156, -0.0026163039708361237)",2.194390932782021,depth,0,0,0
20190731_213137,-0.20870509093056053,0.01720982648722474,-0.007244146424130118,0.0,0.0,0.0,0.0,0.0,0.0,-44.47914560577761,-22.16304693615267,-134.10063121266174,"(0.9945201142298509, 0.008180670436043664, -0.10418971622660955, -0.0027059297994942336)",2.2385156511198643,depth,0,0,0
20190731_213137,-0.21463959727095877,0.017295382606488573,-0.007518086087757917,0.0,0.0,0.0,0.0,0.0,0.0,-42.18859095311528,-18.541221386775348,-134.66414046380666,"(0.994206037218483, 0.00819514132909305, -0.1071414649320725, -0.0028109978880108116)",2.226678560199973,depth,0,0,0
20190731_213137,-0.22053137954846777,0.017300906557273323,-0.00774242540593236,0.0,0.0,0.0,0.0,0.0,0.0,-40.75699429520131,-23.068503323497005,-134.38238583823417,"(0.9938859458567205, 0.008171766060100345, -0.11007072304212782, -0.0028956513834302706)",2.031392065484902,depth,0,0,0
20190731_213138,-0.22633065605313546,0.017390336134231455,-0.008079478676354253,0.0,0.0,0.0,0.0,0.0,0.0,-41.32963295836691,-19.446677774119678,-135.50940434052404,"(0.9935619331931754, 0.008183206426994513, -0.11295365349596495, -0.0030318647606118665)",2.091324955337515,depth,0,0,0
20190731_213138,-0.2319851842089444,0.017498585290853037,-0.00828757866799451,0.0,0.0,0.0,0.0,0.0,0.0,-43.33386827944644,-23.973959710841335,-135.7911589660965,"(0.9932380490682585, 0.008210763331168732, -0.11576325533776421, -0.0031032180398262105)",2.0368305957159083,depth,0,0,0
20190731_213138,-0.2375462142879955,0.01757661526015523,-0.008490259586786052,0.0,0.0,0.0,0.0,0.0,0.0,-43.04754894786365,-21.25759054880834,-137.7634413451037,"(0.992911891711192, 0.008223199283077519, -0.11852544821936144, -0.00317370705210457)",2.0310825439264555,depth,0,0,0
20190731_213138,-0.24298345788293182,0.017569584560186754,-0.008758273220222617,0.0,0.0,0.0,0.0,0.0,0.0,-43.62018761102924,-21.86122814037123,-135.50940434052404,"(0.9925857963492595, 0.008189144540066211, -0.12122542218552014, -0.0032820440811818334)",2.03071504843266,depth,0,0,0
20190731_213138,-0.24824212280092375,0.01766770561640783,-0.009013269506903782,0.0,0.0,0.0,0.0,0.0,0.0,-43.62018761102924,-21.86122814037123,-133.25536733594436,"(0.9922629996194733, 0.008207780302081403, -0.12383602083434285, -0.0033781463251756332)",2.0220863047129956,depth,0,0,0
20190731_213138,-0.2534218177815495,0.01773766335164615,-0.009247614946646698,0.0,0.0,0.0,0.0,0.0,0.0,-40.47067496361852,-21.559409344589785,-135.7911589660965,"(0.9919384739951069, 0.00821322481588274, -0.12640646744413367, -0.003465794956102347)",1.8282874884949598,depth,0,0,0
20190731_213138,-0.25860605936727105,0.01783069936830261,-0.009490502408992891,0.0,0.0,0.0,0.0,0.0,0.0,-40.47067496361852,-21.559409344589785,-132.9736127103719,"(0.9916068849809625, 0.008228867309890123, -0.12897839762094437, -0.0035558892392947555)",1.827025004750844,depth,0,0,0
20190731_213138,-0.2636236314824745,0.017928430757214692,-0.009732534813352395,0.0,0.0,0.0,0.0,0.0,0.0,-43.906506942612026,-20.352134161464008,-134.66414046380666,"(0.9912795595172065, 0.008246682579094047, -0.13146686266281823, -0.003645700400262703)",1.9530052998693253,depth,0,0,0
20190731_213138,-0.26851481974294217,0.018058036613070275,-0.009973622361183281,0.0,0.0,0.0,0.0,0.0,0.0,-40.18435563203573,-21.86122814037123,-134.94589508937912,"(0.9909543140265363, 0.008280056525973042, -0.13389194007202496, -0.003733170217515024)",1.7162220432684443,depth,0,0,0
20190731_213138,-0.273771048518509,0.018194717059754277,-0.010222427846629736,0.0,0.0,0.0,0.0,0.0,0.0,-41.32963295836691,-24.275778506622775,-136.07291359166894,"(0.9905982085350358, 0.008314581582310061, -0.1364970727835571, -0.003821793009746686)",1.7025257402613867,depth,0,0,0
20190731_213138,-0.2783052782897284,0.01831909227513931,-0.0104946991200979,0.0,0.0,0.0,0.0,0.0,0.0,-44.19282627419482,-21.86122814037123,-132.69185808479943,"(0.9902853739966678, 0.00834296271013269, -0.13874386434049624, -0.0039259558534543)",1.867272543824542,depth,0,0,0
20190731_213138,-0.28291841623994446,0.01831951061786152,-0.010678185113192433,0.0,0.0,0.0,0.0,0.0,0.0,-41.90227162153249,-22.464865731934115,-134.38238583823417,"(0.989962573265969, 0.008315293111398041, -0.14102838828532013, -0.003994137045378357)",1.7007521415694726,depth,0,0,0
20190731_213139,-0.2874543057793571,0.01837745189257111,-0.010924765014794733,0.0,0.0,0.0,0.0,0.0,0.0,-42.18859095311528,-20.9557717530269,-132.9736127103719,"(0.9896396649983685, 0.00831136199793373, -0.1432743136351465, -0.004089715886730334)",1.713277400940639,depth,0,0,0
20190731_213139,-0.29185371976208474,0.018473276549054687,-0.011151993832887048,0.0,0.0,0.0,0.0,0.0,0.0,-41.32963295836691,-21.25759054880834,-133.81887658708928,"(0.9893214615721164, 0.008327431042891869, -0.14545199270509085, -0.004173413849073687)",1.6225035808750772,depth,0,0,0
20190731_213139,-0.29616987916415544,0.018634523517880152,-0.011395586325845503,0.0,0.0,0.0,0.0,0.0,0.0,-43.33386827944644,-20.352134161464008,-132.9736127103719,"(0.9890042959843575, 0.00837436970097849, -0.14758800990631102, -0.004260491578623928)",1.7116350773987314,depth,0,0,0
20190731_213139,-0.30042791992210255,0.018697864305101206,-0.011680260160015625,0.0,0.0,0.0,0.0,0.0,0.0,-42.47491028469807,-21.86122814037123,-132.69185808479943,"(0.9886871825103966, 0.008369431828688913, -0.14969457775048706, -0.004375059156431825)",1.6321851586036527,depth,0,0,0
20190731_213139,-0.3045233605474711,0.01878700273050083,-0.011869584737648648,0.0,0.0,0.0,0.0,0.0,0.0,-43.33386827944644,-24.57759730240422,-134.10063121266174,"(0.988378008996389, 0.008384414942054748, -0.15171977213986407, -0.004441132765562424)",1.6161174823913824,depth,0,0,0
20190731_213139,-0.30867617017705956,0.018847665597739163,-0.012145464033367808,0.0,0.0,0.0,0.0,0.0,0.0,-41.90227162153249,-24.275778506622775,-134.94589508937912,"(0.9880602029602729, 0.008378016758868977, -0.15377297245870608, -0.0045516043882067635)",1.515343436360102,depth,0,0,0
20190731_213139,-0.3126738201397714,0.018920060332988438,-0.01232334285468246,0.0,0.0,0.0,0.0,0.0,0.0,-41.90227162153249,-20.653952957245455,-133.25536733594436,"(0.9877503803927055, 0.008385012850497052, -0.15574849849382247, -0.00461332965250541)",1.5029377737250973,depth,0,0,0
20190731_213139,-0.3166034531228462,0.019020172308074564,-0.012581879241976164,0.0,0.0,0.0,0.0,0.0,0.0,-40.18435563203573,-23.67214091505989,-135.50940434052404,"(0.9874416618416235, 0.008399187579908879, -0.15769022596346835, -0.004712827499589202)",1.377193332198378,depth,0,0,0
20190731_213139,-0.3204735877857639,0.019080155728141788,-0.012820360721484103,0.0,0.0,0.0,0.0,0.0,0.0,-42.47491028469807,-23.068503323497005,-134.94589508937912,"(0.9871340828239298, 0.008394825269283578, -0.15960180194973647, -0.0048056477663751705)",1.457630633583201,depth,0,0,0
20190731_213140,-0.32419731321455175,0.019185889904416626,-0.01306780528960165,0.0,0.0,0.0,0.0,0.0,0.0,-43.62018761102924,-21.86122814037123,-133.81887658708928,"(0.9868343971103738, 0.008412392806328958, -0.1614406909091594, -0.004899759774759629)",1.4980566758893343,depth,0,0,0
20190731_213140,-0.3279221750189233,0.01916908956458116,-0.013308633927112425,0.0,0.0,0.0,0.0,0.0,0.0,-41.615952289949696,-21.559409344589785,-134.66414046380666,"(0.9865317196156113, 0.008369537994241037, -0.16327925104966046, -0.005000320258741014)",1.3580403069709321,depth,0,0,0
20190731_213140,-0.331593570651321,0.019189052557874824,-0.013557367243633217,0.0,0.0,0.0,0.0,0.0,0.0,-42.18859095311528,-22.16304693615267,-135.22764971495155,"(0.9862298469018562, 0.008343913589999998, -0.16509099951856893, -0.005101966670179259)",1.3562341595148328,depth,0,0,0
20190731_213140,-0.33508196192609613,0.019280807341415296,-0.013796662381214502,0.0,0.0,0.0,0.0,0.0,0.0,-44.47914560577761,-20.9557717530269,-134.10063121266174,"(0.9859396221036856, 0.008354752318140772, -0.16681212174073423, -0.0051938155626327)",1.4506237700035576,depth,0,0,0
20190731_213140,-0.3384602981971323,0.019328504077956474,-0.014004072136756725,0.0,0.0,0.0,0.0,0.0,0.0,-40.47067496361852,-22.16304693615267,-135.22764971495155,"(0.9856559226206396, 0.008346570649324085, -0.1684782531687363, -0.005274008955500748)",1.2332714010343293,depth,0,0,0
20190731_213140,-0.34191591465827054,0.019385147713870787,-0.014273366109915487,0.0,0.0,0.0,0.0,0.0,0.0,-44.7654649373604,-24.275778506622775,-136.07291359166894,"(0.9853626316084789, 0.008336814115406186, -0.17018225871984105, -0.0053833611277204945)",1.4059314334970658,depth,0,0,0
20190731_213140,-0.34576689300820546,0.019439814188866318,-0.014512766351371366,0.0,0.0,0.0,0.0,0.0,0.0,-43.906506942612026,-19.144858978338235,-134.10063121266174,"(0.9850325074044229, 0.008326409378308131, -0.17208034625295063, -0.005475828419952848)",1.3187077219367032,depth,0,0,0
20190731_213140,-0.3490345141177094,0.019502438749887593,-0.01474414838574679,0.0,0.0,0.0,0.0,0.0,0.0,-41.32963295836691,-24.87941609818567,-134.38238583823417,"(0.98474937501184, 0.008322728790772865, -0.17369056757789245, -0.005566626782490018)",1.2547549841673675,depth,0,0,0
20190731_213140,-0.3521637750849607,0.01949386863231777,-0.014940719428681913,0.0,0.0,0.0,0.0,0.0,0.0,-44.7654649373604,-20.653952957245455,-134.94589508937912,"(0.9844761150498129, 0.008287269617838449, -0.1752318757619059, -0.005647103299285397)",1.317799840901128,depth,0,0,0
20190731_213141,-0.3555464641337232,0.01954430046750788,-0.015188463625822693,0.0,0.0,0.0,0.0,0.0,0.0,-41.90227162153249,-20.05031536568257,-133.25536733594436,"(0.9841776589599324, 0.008274835531822958, -0.17689783772545734, -0.005746103821399766)",1.1777195453204428,depth,0,0,0
20190731_213141,-0.3585924493495527,0.019599904269837518,-0.015366901679586696,0.0,0.0,0.0,0.0,0.0,0.0,-42.761229616280865,-20.9557717530269,-134.10063121266174,"(0.9839065813502823, 0.008272249246159439, -0.17839738528609606, -0.005812227722157165)",1.198412299720737,depth,0,0,0
20190731_213141,-0.3615620601825838,0.01967301329623465,-0.01554835568763019,0.0,0.0,0.0,0.0,0.0,0.0,-42.761229616280865,-22.16304693615267,-134.66414046380666,"(0.9836399996408067, 0.008278058836915575, -0.17985902157190903, -0.005878537889809266)",1.1911681462626944,depth,0,0,0
20190731_213141,-0.3644004072054587,0.019716957040657738,-0.01578953680240366,0.0,0.0,0.0,0.0,0.0,0.0,-44.7654649373604,-21.86122814037123,-137.7634413451037,"(0.9833830760250309, 0.008264437315827667, -0.18125588349291835, -0.00597742106619369)",1.201188845901912,depth,0,0,0
20190731_213141,-0.3674778514870123,0.019741954710257918,-0.01596749732549681,0.0,0.0,0.0,0.0,0.0,0.0,-42.18859095311528,-22.76668452771556,-135.22764971495155,"(0.9831026078546476, 0.008245757775790197, -0.18276958714867209, -0.0060454877055464195)",1.1347533490184065,depth,0,0,0
20190731_213141,-0.3706986619337176,0.019753593853346563,-0.016184933107511786,0.0,0.0,0.0,0.0,0.0,0.0,-42.47491028469807,-20.653952957245455,-134.94589508937912,"(0.9828065407352633, 0.00821588001902548, -0.18435342604435537, -0.006133278830027452)",1.0876520586362717,depth,0,0,0
20190731_213141,-0.37340816358203743,0.019760119032036155,-0.01640115515151546,0.0,0.0,0.0,0.0,0.0,0.0,-42.47491028469807,-21.86122814037123,-135.50940434052404,"(0.9825554049300779, 0.008185762909479819, -0.1856855805383664, -0.006223721427762897)",1.0888482081394402,depth,0,0,0
20190731_213141,-0.3761379416690115,0.01975794632433513,-0.01660099447959717,0.0,0.0,0.0,0.0,0.0,0.0,-41.90227162153249,-21.25759054880834,-133.81887658708928,"(0.9823006505187272, 0.008152499788810228, -0.18702725400078415, -0.006306742313217111)",1.0641518959914724,depth,0,0,0
20190731_213141,-0.3787057384351954,0.019726279141437684,-0.016816731060642034,0.0,0.0,0.0,0.0,0.0,0.0,-43.906506942612026,-23.370322119278445,-134.66414046380666,"(0.9820593678115515, 0.00810379348595573, -0.18828900994279005, -0.006401199846672221)",1.1546369572514583,depth,0,0,0
20190731_213142,-0.3811409340397778,0.01987324221068195,-0.017025788348157034,0.0,0.0,0.0,0.0,0.0,0.0,-42.761229616280865,-21.559409344589785,-134.10063121266174,"(0.98182830914574, 0.008143812414252754, -0.189485906536487, -0.006476179693652316)",1.0699937704564064,depth,0,0,0
20190731_213142,-0.3836798859723306,0.01985348229976641,-0.017261145254429257,0.0,0.0,0.0,0.0,0.0,0.0,-42.18859095311528,-19.748496569901125,-136.35466821724143,"(0.9815864939961603, 0.00809866282687207, -0.19073301078604038, -0.006579138335302396)",0.95490914310617,depth,0,0,0
20190731_213142,-0.3861058590246121,0.019866816632123033,-0.017390952447262412,0.0,0.0,0.0,0.0,0.0,0.0,-43.04754894786365,-21.86122814037123,-134.38238583823417,"(0.9813541373518622, 0.008080171416800381, -0.19192405034653018, -0.006627731952957181)",1.0549134154690536,depth,0,0,0
20190731_213142,-0.3884423090070714,0.019871536124746157,-0.017572899266274717,0.0,0.0,0.0,0.0,0.0,0.0,-40.75699429520131,-21.25759054880834,-136.07291359166894,"(0.9811288305439597, 0.008052721612629082, -0.19307107182255615, -0.00670319143101949)",0.925426287315786,depth,0,0,0
20190731_213142,-0.39077122914150825,0.019915542931899625,-0.017703003507405383,0.0,0.0,0.0,0.0,0.0,0.0,-41.32963295836691,-22.464865731934115,-131.00133033136467,"(0.9809029271970282, 0.00804939399805117, -0.19421405796396365, -0.00674939713869416)",1.032820078444778,depth,0,0,0.06
20190731_213142,-0.3931127111641734,0.019864046237187044,-0.01788373176139516,0.0,0.0,0.0,0.0,0.0,0.0,-43.04754894786365,-21.25759054880834,-132.69185808479943,"(0.9806746765720005, 0.007994055747781089, -0.19536281749105752, -0.006829593330446794)",1.028530611514237,depth,0,0,0.135
20190731_213142,-0.39537930351587586,0.019892206906092936,-0.0180537195556207,0.0,0.0,0.0,0.0,0.0,0.0,-41.90227162153249,-21.86122814037123,-135.50940434052404,"(0.9804521451732816, 0.007979020474090772, -0.19647482218267212, -0.006897137498400376)",0.9507748651301385,depth,0,0,0.21000000000000008
20190731_213142,-0.39760454020054725,0.01987342479707467,-0.01826458073023682,0.0,0.0,0.0,0.0,0.0,0.0,-39.89803630045294,-21.559409344589785,-136.91817746838632,"(0.980232476071013, 0.007936960084722243, -0.19756630338709422, -0.006989512591229432)",0.8548006018902984,depth,0,0,0.28500000000000014
20190731_213142,-0.39973881814473516,0.019948194221573446,-0.01847694107139385,0.0,0.0,0.0,0.0,0.0,0.0,-42.18859095311528,-22.16304693615267,-134.10063121266174,"(0.980020234580821, 0.007940857665433752, -0.19861330170660174, -0.007073823357451137)",0.9652743974460998,depth,0,0,0.3600000000000002
20190731_213143,-0.40175381217494566,0.020063748148634868,-0.01868750102291236,0.0,0.0,0.0,0.0,0.0,0.0,-42.47491028469807,-24.275778506622775,-133.81887658708928,"(0.9798186093840273, 0.00796533375849117, -0.1996017787281381, -0.007153746670812928)",1.014757612807661,depth,0,0,0.4350000000000003
20190731_213143,-0.40368060298086056,0.02026846209079854,-0.01890372865978339,0.0,0.0,0.0,0.0,0.0,0.0,-41.90227162153249,-20.653952957245455,-134.38238583823417,"(0.9796244412039192, 0.00803317129102787, -0.20054720236315346, -0.007227861317881184)",0.8938621383883161,depth,0,0,0.5100000000000003
20190731_213143,-0.4055299999324328,0.02040941881629493,-0.01914743769203299,0.0,0.0,0.0,0.0,0.0,0.0,-41.32963295836691,-21.86122814037123,-133.81887658708928,"(0.9794372974449636, 0.008067208344188654, -0.20145443086686593, -0.007322076709834197)",0.9063653428296783,depth,0,0,0.6000000000000004
20190731_213143,-0.4076770484983742,0.020481632225240205,-0.01938361680154254,0.0,0.0,0.0,0.0,0.0,0.0,-43.04754894786365,-21.25759054880834,-132.1283488336545,"(0.9792195117525941, 0.008066373874508566, -0.20250693981229573, -0.007417596874121174)",0.9584422369156206,depth,0,0,0.6750000000000005
20190731_213143,-0.40955692610522654,0.02058630121051467,-0.019546928825455973,0.0,0.0,0.0,0.0,0.0,0.0,-41.32963295836691,-21.25759054880834,-131.5648395825096,"(0.9790278877130694, 0.008090127258722499, -0.20342826748192336, -0.007475621066275656)",0.9024928596433981,depth,0,0,0.7500000000000006
20190731_213143,-0.4113688835870298,0.020639425889668682,-0.01976020836163886,0.0,0.0,0.0,0.0,0.0,0.0,-43.33386827944644,-22.16304693615267,-134.66414046380666,"(0.9788423467518662, 0.00808377098145815, -0.20431618668166626, -0.007563644087435879)",0.9350759461994428,depth,0,0,0.8250000000000006
20190731_213143,-0.4133307165095018,0.020616105246565576,-0.01989256062704393,0.0,0.0,0.0,0.0,0.0,0.0,-39.89803630045294,-22.76668452771556,-131.28308495693713,"(0.9786412465697899, 0.008047217496554123, -0.20527665486395502, -0.00761890876409968)",0.8862172803650166,depth,0,0,0.9000000000000007
20190731_213143,-0.41509199394275964,0.02054298591269495,-0.020086953401564047,0.0,0.0,0.0,0.0,0.0,0.0,-43.04754894786365,-23.068503323497005,-133.25536733594436,"(0.9784598175943745, 0.007980971591471816, -0.20613886587595426, -0.007710863830638054)",0.9503042592513319,depth,0,0,0.9750000000000008
20190731_213143,-0.4171350218158258,0.02056134979463344,-0.020322521977158697,0.0,0.0,0.0,0.0,0.0,0.0,-45.051784268943194,-23.973959710841335,-135.22764971495155,"(0.9782479530999055, 0.007953351359645946, -0.20713923395714906, -0.007811799641599439)",0.9939809554793513,depth,0,0,1.0500000000000005
20190731_213144,-0.4191631241313746,0.020484634887377614,-0.020521978280901566,0.0,0.0,0.0,0.0,0.0,0.0,-43.04754894786365,-22.464865731934115,-135.50940434052404,"(0.9780371280514437, 0.007882837204726672, -0.20813156474414266, -0.007904984986869673)",0.8880834449558941,depth,0,0,1.125
20190731_213144,-0.42092227377033803,0.020509588228932465,-0.02068455370099579,0.0,0.0,0.0,0.0,0.0,0.0,-41.90227162153249,-22.464865731934115,-132.69185808479943,"(0.977853120267845, 0.007867344654800462, -0.2089924411769538, -0.007971173152027562)",0.8850564815567308,depth,0,0,1.2149999999999994
20190731_213144,-0.4224359416430416,0.02053325892428374,-0.02088516591687492,0.0,0.0,0.0,0.0,0.0,0.0,-39.039078305704564,-24.275778506622775,-133.25536733594436,"(0.9776939282709399, 0.007848600855878473, -0.20973330267609375, -0.008057532830916349)",0.8421829513506075,depth,0,0,1.274999999999999
20190731_213144,-0.42434133681723435,0.02062961889461053,-0.02112160202004495,0.0,0.0,0.0,0.0,0.0,0.0,-40.18435563203573,-23.67214091505989,-133.81887658708928,"(0.9774925364156795, 0.00785901118067909, -0.21066592913067958, -0.008151288144269929)",0.8419884612861009,depth,0,0,1.3649999999999984
20190731_213144,-0.4259790421509776,0.020676345844693068,-0.021291453659447634,0.0,0.0,0.0,0.0,0.0,0.0,-39.61171696887015,-24.87941609818567,-132.69185808479943,"(0.9773190006108695, 0.0078536514143857, -0.21146710110683148, -0.008219267236532582)",0.8624362061972422,depth,0,0,1.439999999999998
20190731_213144,-0.42770625809356516,0.020769873585759456,-0.021537917204194706,0.0,0.0,0.0,0.0,0.0,0.0,-41.90227162153249,-20.05031536568257,-137.7634413451037,"(0.9771348117158917, 0.007862307131483158, -0.21231235657407718, -0.00831908080747254)",0.7307215464968007,depth,0,0,1.5
